PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
STOCKBRIDGE CENTRAL,66.67,49.4,36.56,0,42.55,26,0,75,60,0,38.46,29.46,0,38.1,40.43,0,52.65,49.57,0,60.95,45.23,50.45
KELLEYTOWN,0,60.69,62.82,0,64.29,48.39,0,100,0,0,39.13,59.09,0,21.43,16.67,100,70.26,67.01,100,73.91,67.06,67.72
LIGHTHOUSE,50,50.67,42.2,0,68.09,46.67,0,60,0,0,59.46,33.33,0,20,40,0,63.93,63.57,0,75.18,62.65,63.89
DUTCHTOWN,0,62.31,51.15,0,62.16,42.42,0,75,0,50,44.83,43.18,0,33.33,18.18,50,65.9,62.66,100,69.36,63.77,62.45
MT. BETHEL,100,57.55,47.83,0,54.29,51.61,0,0,71.43,0,28,28.57,0,28.57,66.67,66.67,63.82,62.1,100,65.16,62.93,61.61
GROVE PARK,100,46.04,38.67,0,51.22,46.81,0,50,0,0,40.68,34.29,0,25,40,0,55.53,53.88,0,65.1,49.37,53.63
LAKE HAVEN,0,57.14,45.9,0,65,41.3,0,50,50,0,52.83,50,0,26.67,45.45,0,62.51,63.91,0,70.02,62.27,62.19
MCDONOUGH CENTRAL,0,50.21,44.22,0,68,42.55,0,0,0,0,50,41.67,0,45.83,15.79,100,69.54,66.1,0,62.24,54.06,60.96
TIMBERRIDGE,0,61.73,58.95,0,57.69,54.55,0,0,0,0,83.33,46.15,0,62.5,50,0,68.48,66.51,0,78.43,64.89,67.37
88888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL,50.77,53.11,44.46,20.0,53.35,42.68,,48.57,43.53,25.0,45.73,39.48,20.0,40.28,37.21,56.82,61.79,60.41,58.97,67.7,56.41,59.44
