PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SMYRNA 3A,62.22,67.48,66.67,65.14
SMYRNA 4A,70.34,72.80,58.33,71.68
SMYRNA 5A,56.73,64.41,42.86,60.88
SMYRNA 6A,66.15,71.18,80.00,68.89
SMYRNA 7A,70.70,75.78,57.14,73.45
SOPE CREEK 01,73.33,76.10,80.00,74.78
SOPE CREEK 02,66.45,68.69,55.56,67.56
SOPE CREEK 03,68.85,70.89,83.33,70.00
SWEETWATER 01,67.11,72.82,75.00,70.22
SWEETWATER 02,45.34,56.86,50.00,52.56
TERRELL MILL 01,51.25,57.48,42.86,54.75
TIMBER RIDGE 01,74.13,77.33,0.00,75.71
VAUGHAN 01,70.77,71.87,100.0,71.35
VININGS 01,61.89,66.74,75.00,64.60
VININGS 02,56.00,61.77,41.67,59.17
VININGS 03,60.58,65.65,60.00,63.47
VININGS 04,67.01,71.65,37.50,69.43
WADE GREEN 02,62.81,70.26,37.50,66.73
WILLEO 01,71.07,75.30,66.67,73.16
TOTAL,63.31,68.39,55.48,66.04
